33, Private, 215596, 9th, 5, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 40, Mexico, <=50K.
30, Federal-gov, 195337, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Other, Female, 1506, 0, 45, United-States, <=50K.
24, ?, 99829, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
40, Private, 133456, HS-grad, 9, Married-civ-spouse, Sales, Other-relative, White, Female, 0, 0, 24, United-States, >50K.
28, Local-gov, 133136, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K.
25, Private, 211531, 12th, 8, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
30, Private, 243867, Some-college, 10, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 45, United-States, <=50K.
47, Local-gov, 284871, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, >50K.
37, Federal-gov, 188563, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 1876, 40, United-States, <=50K.
61, Private, 173866, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, >50K.
23, Private, 114939, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K.
30, Private, 259425, Assoc-voc, 11, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
48, Private, 59159, HS-grad, 9, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
30, Private, 189439, HS-grad, 9, Married-spouse-absent, Other-service, Unmarried, Black, Female, 0, 0, 38, United-States, <=50K.
56, Private, 157786, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 48, United-States, >50K.
41, Self-emp-inc, 289636, Assoc-voc, 11, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K.
49, Self-emp-inc, 154174, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
56, Private, 70857, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
48, Private, 183000, Some-college, 10, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States, >50K.
37, Private, 123104, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K.
21, State-gov, 254620, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 16, United-States, <=50K.
33, Local-gov, 156464, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
60, Private, 124987, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 20, United-States, <=50K.
41, Private, 413720, HS-grad, 9, Married-civ-spouse, Transport-moving, Wife, White, Female, 0, 0, 15, United-States, <=50K.
33, Private, 169886, 12th, 8, Separated, Other-service, Unmarried, White, Female, 0, 0, 50, Dominican-Republic, <=50K.
31, Private, 228873, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
34, Private, 110622, Masters, 14, Divorced, Exec-managerial, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, South, <=50K.
31, ?, 170513, HS-grad, 9, Divorced, ?, Not-in-family, White, Female, 0, 0, 99, United-States, <=50K.
21, ?, 221418, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
65, Private, 151287, Masters, 14, Separated, Exec-managerial, Not-in-family, Black, Male, 0, 0, 20, United-States, <=50K.
25, Private, 235218, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
30, Private, 111567, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K.
24, Private, 251603, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 20, United-States, <=50K.
61, Private, 136109, 11th, 7, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
29, Private, 178610, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 21, United-States, <=50K.
22, Private, 192289, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 30, Puerto-Rico, <=50K.
30, Private, 49325, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 80, United-States, >50K.
52, Private, 229375, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
28, Private, 125791, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
48, Private, 75619, HS-grad, 9, Divorced, Transport-moving, Other-relative, White, Male, 0, 0, 60, United-States, <=50K.
60, Private, 247483, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 289448, Masters, 14, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, China, >50K.
22, ?, 122048, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 35, United-States, <=50K.
21, Private, 177940, HS-grad, 9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
32, Self-emp-not-inc, 399088, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 1340, 45, United-States, <=50K.
38, Private, 108293, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K.
60, Private, 178249, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1887, 40, United-States, >50K.
24, Local-gov, 52262, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
41, Self-emp-not-inc, 143046, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 99999, 0, 50, United-States, >50K.
59, Private, 124318, HS-grad, 9, Divorced, Exec-managerial, Other-relative, White, Female, 0, 0, 45, United-States, <=50K.
52, Federal-gov, 57855, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K.
50, Private, 355954, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
28, Private, 143582, HS-grad, 9, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, South, <=50K.
30, Private, 220915, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K.
43, Private, 172025, HS-grad, 9, Widowed, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
24, Private, 109813, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 3137, 0, 40, United-States, <=50K.
45, Private, 175600, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K.
26, Private, 389856, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, Mexico, <=50K.
41, Self-emp-not-inc, 167081, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2415, 55, United-States, >50K.
43, Self-emp-inc, 179228, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 65, United-States, <=50K.
23, ?, 214542, Bachelors, 13, Never-married, ?, Own-child, White, Male, 0, 0, 42, United-States, <=50K.
31, Private, 1210504, 10th, 6, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K.
55, Private, 426263, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
18, Private, 146225, 10th, 6, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K.
36, Self-emp-not-inc, 240810, 12th, 8, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
47, Private, 100113, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 2051, 40, United-States, <=50K.
22, Private, 214542, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
18, Private, 41506, 11th, 7, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K.
24, Private, 200121, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
55, Private, 199919, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 15, United-States, <=50K.
22, Private, 60668, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
42, Private, 208347, 11th, 7, Never-married, Machine-op-inspct, Not-in-family, Other, Female, 0, 0, 40, Puerto-Rico, <=50K.
42, State-gov, 184105, Assoc-voc, 11, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 45, United-States, >50K.
27, Private, 255979, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
51, Self-emp-inc, 251585, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
40, Private, 132222, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
49, Private, 164733, HS-grad, 9, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
33, Private, 327902, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 3908, 0, 50, United-States, <=50K.
30, Private, 262092, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, <=50K.
23, Private, 299047, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
28, Self-emp-not-inc, 146735, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
43, Private, 154568, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Vietnam, >50K.
37, Private, 160916, 7th-8th, 4, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, <=50K.
33, Private, 161444, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
32, State-gov, 246282, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 2961, 0, 99, ?, <=50K.
20, ?, 147031, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 15, United-States, <=50K.
42, Private, 220531, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 32, United-States, <=50K.
22, Private, 282202, HS-grad, 9, Never-married, Exec-managerial, Unmarried, White, Male, 0, 0, 40, Mexico, <=50K.
26, Private, 122485, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 4416, 0, 40, United-States, <=50K.
32, Private, 227012, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
67, Private, 116502, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States, <=50K.
51, Private, 163606, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
18, Private, 211413, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 15, United-States, <=50K.
33, ?, 171637, HS-grad, 9, Married-civ-spouse, ?, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
57, Self-emp-not-inc, 204387, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 10, United-States, >50K.
24, ?, 214542, Some-college, 10, Never-married, ?, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K.
29, Private, 70100, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, Portugal, <=50K.
42, Private, 96115, Bachelors, 13, Separated, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
47, Private, 181758, HS-grad, 9, Never-married, Transport-moving, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
74, ?, 278557, Assoc-voc, 11, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 32, United-States, <=50K.
34, Federal-gov, 168931, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, Other, Female, 0, 0, 40, United-States, >50K.
27, Private, 397962, 10th, 6, Married-civ-spouse, Other-service, Wife, Black, Female, 0, 0, 30, United-States, <=50K.
28, Private, 113922, HS-grad, 9, Separated, Transport-moving, Own-child, White, Female, 0, 0, 17, United-States, <=50K.
17, Private, 318025, HS-grad, 9, Never-married, Other-service, Other-relative, White, Male, 0, 0, 20, United-States, <=50K.
24, Private, 287357, 11th, 7, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K.
40, Self-emp-not-inc, 33219, Assoc-acdm, 12, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, <=50K.
81, Self-emp-inc, 51646, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 2174, 35, United-States, >50K.
47, Federal-gov, 51664, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 3908, 0, 40, United-States, <=50K.
29, Private, 195721, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
24, Private, 255575, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 30, United-States, <=50K.
31, Private, 200835, Bachelors, 13, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Japan, <=50K.
22, ?, 140414, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 165579, HS-grad, 9, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
37, Private, 38948, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K.
35, Private, 184685, Some-college, 10, Never-married, Adm-clerical, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K.
23, Private, 86939, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
22, Private, 215251, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, Germany, <=50K.
53, Private, 151159, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
40, Private, 385266, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K.
68, Self-emp-inc, 289349, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 9386, 0, 70, Germany, >50K.
19, Private, 232060, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K.
28, Private, 290429, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 50, United-States, <=50K.
45, Private, 179048, 12th, 8, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 35, ?, >50K.
57, Self-emp-not-inc, 98466, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 16, United-States, <=50K.
51, Local-gov, 142801, Masters, 14, Widowed, Prof-specialty, Not-in-family, Black, Female, 0, 0, 40, United-States, >50K.
68, Self-emp-inc, 119938, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
39, Private, 172186, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 5013, 0, 40, United-States, <=50K.
45, Local-gov, 198759, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1848, 40, United-States, >50K.
45, State-gov, 74305, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, >50K.
80, Self-emp-inc, 120796, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
55, Local-gov, 190091, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
23, Private, 197286, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
45, State-gov, 129499, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
39, Private, 30875, Bachelors, 13, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States, >50K.
45, Self-emp-not-inc, 172822, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 3411, 0, 40, United-States, <=50K.
34, Private, 107417, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
42, Local-gov, 226902, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K.
21, Private, 86557, Some-college, 10, Never-married, Sales, Other-relative, Other, Female, 0, 0, 30, United-States, <=50K.
35, Private, 98900, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
24, Local-gov, 38707, Bachelors, 13, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
39, Private, 286730, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
17, Private, 221797, 12th, 8, Never-married, Adm-clerical, Own-child, White, Female, 594, 0, 20, United-States, <=50K.
52, ?, 175029, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 80, United-States, <=50K.
49, ?, 32184, HS-grad, 9, Married-civ-spouse, ?, Wife, White, Female, 5013, 0, 15, United-States, <=50K.
31, Federal-gov, 144949, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
48, Federal-gov, 33084, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 50, United-States, >50K.
